#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00001097_pilon	1	287153	1	220	M	0_m	4_x
tig00001097_pilon	1	287153	1	220	M	0_m	7_x
tig00001097_pilon	1	287153	1	220	M	0_m	9_x
tig00001097_pilon	1	62070	1	62	M	0_m	11_x
tig00001097_pilon	62192	63024	63	76	P	0_m	11_x
tig00001097_pilon	63070	287153	77	220	M	0_m	11_x
tig00001097_pilon	1	287153	1	220	M	0_m	13_x
tig00001097_pilon	1	43351	1	8	M	0_m	17_x
tig00001097_pilon	43581	43581	9	9	P	0_m	17_x
tig00001097_pilon	43591	287153	10	220	M	0_m	17_x
tig00001097_pilon	1	287153	1	220	M	0_m	22_x
tig00001097_pilon	1	287153	1	220	M	0_m	23_x
tig00001097_pilon	1	287153	1	220	M	0_m	28_x
tig00001097_pilon	1	287153	1	220	M	0_m	29_x
tig00001097_pilon	1	287153	1	220	M	0_m	30_x
tig00001097_pilon	1	287153	1	220	M	0_m	31_x
tig00001097_pilon	1	44184	1	18	P	0_m	33_x
tig00001097_pilon	44446	287153	19	220	M	0_m	33_x
tig00001097_pilon	1	44184	1	18	M	0_m	38_x
tig00001097_pilon	44446	44446	19	19	P	0_m	38_x
tig00001097_pilon	45081	287153	20	220	M	0_m	38_x
tig00001097_pilon	1	287153	1	220	M	0_m	39_x
tig00001097_pilon	1	287153	1	220	M	0_m	41_x
tig00001097_pilon	1	287153	1	220	M	0_m	45_x
tig00001097_pilon	1	287153	1	220	M	0_m	46_x
tig00001097_pilon	1	287153	1	220	M	0_m	48_x
tig00001097_pilon	1	287153	1	220	M	0_m	74_x
tig00001097_pilon	1	287153	1	220	M	0_m	75_x
tig00001097_pilon	1	287153	1	220	M	0_m	78_x
tig00001097_pilon	1	287153	1	220	M	0_m	80_x
tig00001097_pilon	1	287153	1	220	M	0_m	81_x
tig00001097_pilon	1	287153	1	220	M	0_m	86_x
tig00001097_pilon	1	287153	1	220	M	0_m	90_x
tig00001097_pilon	1	287153	1	220	M	0_m	91_x
tig00001097_pilon	1	287153	1	220	M	0_m	94_x
tig00001097_pilon	1	287153	1	220	M	0_m	96_x
tig00001097_pilon	1	275915	1	205	M	0_m	97_x
tig00001097_pilon	275934	287153	206	220	P	0_m	97_x
tig00001097_pilon	1	42545	1	1	M	0_m	100_x
tig00001097_pilon	42684	43178	2	7	P	0_m	100_x
tig00001097_pilon	43351	287153	8	220	M	0_m	100_x
tig00001097_pilon	1	287153	1	220	M	0_m	101_x
tig00001097_pilon	1	287153	1	220	M	0_m	103_x
tig00001097_pilon	1	273273	1	184	M	0_m	104_x
tig00001097_pilon	273409	274298	185	187	P	0_m	104_x
tig00001097_pilon	274349	287153	188	220	M	0_m	104_x
tig00001097_pilon	1	287153	1	220	M	0_m	105_x
