#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00002049_pilon	1	143469	1	551	M	0_m	1_x
tig00002049_pilon	1	143469	1	551	M	0_m	3_x
tig00002049_pilon	1	143469	1	551	M	0_m	4_x
tig00002049_pilon	1	143469	1	551	M	0_m	5_x
tig00002049_pilon	1	143469	1	551	M	0_m	6_x
tig00002049_pilon	1	103826	1	478	M	0_m	7_x
tig00002049_pilon	103858	143469	479	551	P	0_m	7_x
tig00002049_pilon	1	143469	1	551	M	0_m	9_x
tig00002049_pilon	1	143469	1	551	M	0_m	10_x
tig00002049_pilon	1	143469	1	551	M	0_m	11_x
tig00002049_pilon	1	143469	1	551	M	0_m	12_x
tig00002049_pilon	1	143469	1	551	M	0_m	13_x
tig00002049_pilon	1	143469	1	551	M	0_m	14_x
tig00002049_pilon	1	143469	1	551	M	0_m	19_x
tig00002049_pilon	1	143469	1	551	M	0_m	20_x
tig00002049_pilon	1	143469	1	551	M	0_m	21_x
tig00002049_pilon	1	143469	1	551	M	0_m	22_x
tig00002049_pilon	1	143469	1	551	M	0_m	28_x
tig00002049_pilon	1	143469	1	551	M	0_m	29_x
tig00002049_pilon	1	143469	1	551	M	0_m	30_x
tig00002049_pilon	1	143469	1	551	M	0_m	34_x
tig00002049_pilon	1	143469	1	551	M	0_m	35_x
tig00002049_pilon	1	143469	1	551	M	0_m	36_x
tig00002049_pilon	1	143469	1	551	M	0_m	38_x
tig00002049_pilon	1	143469	1	551	M	0_m	43_x
tig00002049_pilon	1	143469	1	551	M	0_m	44_x
tig00002049_pilon	1	143469	1	551	M	0_m	50_x
tig00002049_pilon	1	143469	1	551	M	0_m	52_x
tig00002049_pilon	1	143469	1	551	M	0_m	55_x
tig00002049_pilon	1	143469	1	551	M	0_m	63_x
tig00002049_pilon	1	143469	1	551	M	0_m	64_x
tig00002049_pilon	1	143469	1	551	M	0_m	65_x
tig00002049_pilon	1	143469	1	551	M	0_m	66_x
tig00002049_pilon	1	143469	1	551	M	0_m	67_x
tig00002049_pilon	1	143469	1	551	M	0_m	68_x
tig00002049_pilon	1	143469	1	551	M	0_m	69_x
tig00002049_pilon	1	143469	1	551	M	0_m	71_x
tig00002049_pilon	1	143469	1	551	M	0_m	72_x
tig00002049_pilon	1	143469	1	551	M	0_m	73_x
tig00002049_pilon	1	143469	1	551	M	0_m	74_x
tig00002049_pilon	1	143469	1	551	M	0_m	75_x
tig00002049_pilon	1	143469	1	551	M	0_m	76_x
tig00002049_pilon	1	143469	1	551	M	0_m	77_x
tig00002049_pilon	1	143469	1	551	M	0_m	79_x
tig00002049_pilon	1	143469	1	551	M	0_m	80_x
tig00002049_pilon	1	143469	1	551	M	0_m	81_x
tig00002049_pilon	1	143469	1	551	M	0_m	87_x
tig00002049_pilon	1	143469	1	551	M	0_m	88_x
tig00002049_pilon	1	143469	1	551	M	0_m	90_x
tig00002049_pilon	1	143469	1	551	M	0_m	91_x
tig00002049_pilon	1	143469	1	551	M	0_m	99_x
tig00002049_pilon	1	143469	1	551	M	0_m	100_x
tig00002049_pilon	1	143469	1	551	M	0_m	110_x
tig00002049_pilon	1	143469	1	551	M	0_m	111_x
tig00002049_pilon	1	143469	1	551	M	0_m	112_x
tig00002049_pilon	1	143469	1	551	M	0_m	113_x
tig00002049_pilon	1	143469	1	551	M	0_m	114_x
tig00002049_pilon	1	143469	1	551	M	0_m	122_x
tig00002049_pilon	1	143469	1	551	M	0_m	124_x
tig00002049_pilon	1	143469	1	551	M	0_m	125_x
tig00002049_pilon	1	143469	1	551	M	0_m	127_x
tig00002049_pilon	1	143469	1	551	M	0_m	132_x
tig00002049_pilon	1	143469	1	551	M	0_m	133_x
tig00002049_pilon	1	143469	1	551	M	0_m	135_x
tig00002049_pilon	1	143469	1	551	M	0_m	138_x
tig00002049_pilon	1	143469	1	551	M	0_m	144_x
tig00002049_pilon	1	143469	1	551	M	0_m	151_x
tig00002049_pilon	1	77299	1	195	M	0_m	152_x
tig00002049_pilon	77549	77549	196	196	P	0_m	152_x
tig00002049_pilon	77649	143469	197	551	M	0_m	152_x
tig00002049_pilon	1	100521	1	426	M	0_m	153_x
tig00002049_pilon	100659	100788	427	429	P	0_m	153_x
tig00002049_pilon	100806	143469	430	551	M	0_m	153_x
tig00002049_pilon	1	143469	1	551	M	0_m	157_x
tig00002049_pilon	1	143469	1	551	M	0_m	158_x
tig00002049_pilon	1	143469	1	551	M	0_m	159_x
tig00002049_pilon	1	143469	1	551	M	0_m	160_x
tig00002049_pilon	1	143469	1	551	M	0_m	161_x
tig00002049_pilon	1	143469	1	551	M	0_m	162_x
tig00002049_pilon	1	143469	1	551	M	0_m	163_x
tig00002049_pilon	1	143469	1	551	M	0_m	165_x
tig00002049_pilon	1	143469	1	551	M	0_m	175_x
tig00002049_pilon	1	143469	1	551	M	0_m	176_x
tig00002049_pilon	1	143469	1	551	M	0_m	195_x
tig00002049_pilon	1	143469	1	551	M	0_m	196_x
tig00002049_pilon	1	143469	1	551	M	0_m	197_x
tig00002049_pilon	1	143469	1	551	M	0_m	198_x
tig00002049_pilon	1	143469	1	551	M	0_m	204_x
tig00002049_pilon	1	143469	1	551	M	0_m	209_x
tig00002049_pilon	1	143469	1	551	M	0_m	210_x
tig00002049_pilon	1	143469	1	551	M	0_m	222_x
tig00002049_pilon	1	143469	1	551	M	0_m	224_x
tig00002049_pilon	1	143469	1	551	M	0_m	226_x
tig00002049_pilon	1	143469	1	551	M	0_m	230_x
tig00002049_pilon	1	143469	1	551	M	0_m	233_x
tig00002049_pilon	1	143469	1	551	M	0_m	235_x
tig00002049_pilon	1	143469	1	551	M	0_m	236_x
tig00002049_pilon	1	143469	1	551	M	0_m	237_x
tig00002049_pilon	1	143469	1	551	M	0_m	238_x
tig00002049_pilon	1	143469	1	551	M	0_m	239_x
tig00002049_pilon	1	143469	1	551	M	0_m	240_x
tig00002049_pilon	1	143469	1	551	M	0_m	249_x
tig00002049_pilon	1	143469	1	551	M	0_m	250_x
tig00002049_pilon	1	143469	1	551	M	0_m	251_x
tig00002049_pilon	1	143469	1	551	M	0_m	252_x
tig00002049_pilon	1	120551	1	500	M	0_m	262_x
tig00002049_pilon	120729	120745	501	502	P	0_m	262_x
tig00002049_pilon	120774	143469	503	551	M	0_m	262_x
tig00002049_pilon	1	143469	1	551	M	0_m	264_x
tig00002049_pilon	1	143469	1	551	M	0_m	265_x
tig00002049_pilon	1	143469	1	551	M	0_m	266_x
tig00002049_pilon	1	143469	1	551	M	0_m	267_x
tig00002049_pilon	1	143469	1	551	M	0_m	268_x
tig00002049_pilon	1	143469	1	551	M	0_m	269_x
tig00002049_pilon	1	143469	1	551	M	0_m	270_x
tig00002049_pilon	1	143469	1	551	M	0_m	271_x
tig00002049_pilon	1	143469	1	551	M	0_m	272_x
tig00002049_pilon	1	143469	1	551	M	0_m	273_x
tig00002049_pilon	1	143469	1	551	M	0_m	274_x
tig00002049_pilon	1	143469	1	551	M	0_m	276_x
tig00002049_pilon	1	143469	1	551	M	0_m	281_x
tig00002049_pilon	1	121788	1	509	M	0_m	283_x
tig00002049_pilon	121835	122221	510	512	P	0_m	283_x
tig00002049_pilon	123971	143469	513	551	M	0_m	283_x
tig00002049_pilon	1	143469	1	551	M	0_m	284_x
tig00002049_pilon	1	143469	1	551	M	0_m	286_x
tig00002049_pilon	1	143469	1	551	M	0_m	287_x
tig00002049_pilon	1	143469	1	551	M	0_m	295_x
tig00002049_pilon	1	143469	1	551	M	0_m	299_x
tig00002049_pilon	1	143469	1	551	M	0_m	303_x
tig00002049_pilon	1	143469	1	551	M	0_m	305_x
tig00002049_pilon	1	143469	1	551	M	0_m	317_x
tig00002049_pilon	1	143469	1	551	M	0_m	318_x
tig00002049_pilon	1	143469	1	551	M	0_m	320_x
tig00002049_pilon	1	143469	1	551	M	0_m	322_x
tig00002049_pilon	1	143469	1	551	M	0_m	323_x
tig00002049_pilon	1	143469	1	551	M	0_m	327_x
tig00002049_pilon	1	143469	1	551	M	0_m	330_x
tig00002049_pilon	1	143469	1	551	M	0_m	331_x
tig00002049_pilon	1	143469	1	551	M	0_m	332_x
tig00002049_pilon	1	143469	1	551	M	0_m	334_x
tig00002049_pilon	1	143469	1	551	M	0_m	336_x
tig00002049_pilon	1	143469	1	551	M	0_m	337_x
tig00002049_pilon	1	143469	1	551	M	0_m	344_x
tig00002049_pilon	1	143469	1	551	M	0_m	345_x
tig00002049_pilon	1	143469	1	551	M	0_m	346_x
tig00002049_pilon	1	143469	1	551	M	0_m	347_x
tig00002049_pilon	1	143469	1	551	M	0_m	348_x
tig00002049_pilon	1	143469	1	551	M	0_m	355_x
tig00002049_pilon	1	143469	1	551	M	0_m	357_x
tig00002049_pilon	1	143469	1	551	M	0_m	358_x
