#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00004353_pilon	1	385748	1	119	M	0_m	2_x
tig00004353_pilon	1	385748	1	119	M	0_m	4_x
tig00004353_pilon	1	385748	1	119	M	0_m	9_x
tig00004353_pilon	1	385748	1	119	M	0_m	11_x
tig00004353_pilon	1	385748	1	119	M	0_m	13_x
tig00004353_pilon	1	385748	1	119	M	0_m	16_x
tig00004353_pilon	1	385748	1	119	M	0_m	18_x
tig00004353_pilon	1	385748	1	119	M	0_m	24_x
tig00004353_pilon	1	68806	1	5	P	0_m	25_x
tig00004353_pilon	71000	71000	6	6	M	0_m	25_x
tig00004353_pilon	72122	80760	7	9	P	0_m	25_x
tig00004353_pilon	114531	385748	10	119	M	0_m	25_x
tig00004353_pilon	1	385748	1	119	M	0_m	29_x
tig00004353_pilon	1	385748	1	119	M	0_m	30_x
tig00004353_pilon	1	385748	1	119	M	0_m	33_x
tig00004353_pilon	1	71000	1	6	M	0_m	38_x
tig00004353_pilon	72122	74473	7	8	P	0_m	38_x
tig00004353_pilon	80760	385748	9	119	M	0_m	38_x
tig00004353_pilon	1	385748	1	119	M	0_m	44_x
tig00004353_pilon	1	385748	1	119	M	0_m	45_x
tig00004353_pilon	1	385748	1	119	M	0_m	47_x
tig00004353_pilon	1	385748	1	119	M	0_m	48_x
tig00004353_pilon	1	385748	1	119	M	0_m	50_x
tig00004353_pilon	1	385748	1	119	M	0_m	51_x
tig00004353_pilon	1	385748	1	119	M	0_m	52_x
tig00004353_pilon	1	385748	1	119	M	0_m	53_x
tig00004353_pilon	1	385748	1	119	M	0_m	54_x
tig00004353_pilon	1	385748	1	119	M	0_m	55_x
tig00004353_pilon	1	385748	1	119	M	0_m	56_x
tig00004353_pilon	1	385748	1	119	M	0_m	57_x
tig00004353_pilon	1	385748	1	119	M	0_m	58_x
tig00004353_pilon	1	385748	1	119	M	0_m	59_x
tig00004353_pilon	1	385748	1	119	M	0_m	83_x
tig00004353_pilon	1	385748	1	119	M	0_m	86_x
tig00004353_pilon	1	385748	1	119	M	0_m	91_x
tig00004353_pilon	1	385748	1	119	M	0_m	92_x
tig00004353_pilon	1	71000	1	6	M	0_m	93_x
tig00004353_pilon	72122	121989	7	21	P	0_m	93_x
tig00004353_pilon	122247	385748	22	119	M	0_m	93_x
tig00004353_pilon	1	385748	1	119	M	0_m	96_x
tig00004353_pilon	1	385748	1	119	M	0_m	97_x
tig00004353_pilon	1	385748	1	119	M	0_m	98_x
tig00004353_pilon	1	385748	1	119	M	0_m	99_x
tig00004353_pilon	1	348298	1	112	M	0_m	100_x
tig00004353_pilon	362211	362790	113	114	P	0_m	100_x
tig00004353_pilon	370244	385748	115	119	M	0_m	100_x
tig00004353_pilon	1	385748	1	119	M	0_m	101_x
tig00004353_pilon	1	385748	1	119	M	0_m	106_x
tig00004353_pilon	1	385748	1	119	M	0_m	107_x
tig00004353_pilon	1	385748	1	119	M	0_m	108_x
tig00004353_pilon	1	385748	1	119	M	0_m	112_x
tig00004353_pilon	1	385748	1	119	M	0_m	114_x
tig00004353_pilon	1	385748	1	119	M	0_m	115_x
tig00004353_pilon	1	385748	1	119	M	0_m	117_x
tig00004353_pilon	1	385748	1	119	M	0_m	119_x
tig00004353_pilon	1	385748	1	119	M	0_m	120_x
tig00004353_pilon	1	385748	1	119	M	0_m	121_x
tig00004353_pilon	1	142161	1	64	M	0_m	122_x
tig00004353_pilon	143454	146395	65	70	P	0_m	122_x
tig00004353_pilon	147030	385748	71	119	M	0_m	122_x
tig00004353_pilon	1	385748	1	119	M	0_m	124_x
tig00004353_pilon	1	385748	1	119	M	0_m	125_x
tig00004353_pilon	1	385748	1	119	M	0_m	127_x
